lea_no,lea_name,school_no,school_name,eligible,participating,isp
580,Martin County Schools,316,East End Elementary,X,X,0.6994
580,Martin County Schools,320,Edna Andrews Elementary,X,X,0.6667
580,Martin County Schools,324,Jamesville Elementary,X,X,0.4356
580,Martin County Schools,344,South Creek High,X,X,0.5745
580,Martin County Schools,350,South Creek Middle,X,X,0.6652
580,Martin County Schools,356,Rodgers Elementary,X,X,0.4023
580,Martin County Schools,368,Riverside High,X,X,0.4423
580,Martin County Schools,372,Riverside Middle,X,X,0.5814
580,Martin County Schools,94Z,Northeast Regional School of Biotechnology & Agriscience,, ,0.2345
590,McDowell County Schools,306,Eastfield  Global Magnet School,X,X,0.621
590,McDowell County Schools,310,East McDowell Middle,X,X,0.4536
590,McDowell County Schools,316,Glenwood Elementary,X,X,0.4005
590,McDowell County Schools,320,Marion Elementary,X,X,0.4893
590,McDowell County Schools,328,McDowell Early College,, ,0.2275
590,McDowell County Schools,330,McDowell High,, ,0.3925
590,McDowell County Schools,332,Nebo Elementary,X,X,0.5568
590,McDowell County Schools,336,North Cove Elementary,X,X,0.4664
590,McDowell County Schools,340,Old Fort Elementary,X,X,0.4609
590,McDowell County Schools,344,Pleasant Gardens Elementary,,X,0.3275
590,McDowell County Schools,352,West Marion Elementary,X,X,0.4848
590,McDowell County Schools,356,West McDowell Junior High,,X,0.3785
590,McDowell County Schools,393,McDowell AEC,X,X,0.4128
600,Charlotte-Mecklenburg Schools,300,Albemarle Road Elementary,X,X,0.6823
600,Charlotte-Mecklenburg Schools,301,Albemarle Road Middle,X,X,0.6003
600,Charlotte-Mecklenburg Schools,302,Ardrey Kell High School,, ,0.0515
600,Charlotte-Mecklenburg Schools,305,John M Alexander Middle,, ,0.266
600,Charlotte-Mecklenburg Schools,308,Allenbrook Elementary,X,X,0.8013
600,Charlotte-Mecklenburg Schools,311,Ashley Park Elementary,X,X,0.8209
600,Charlotte-Mecklenburg Schools,312,William Hough High School,, ,0.0917
600,Charlotte-Mecklenburg Schools,313,Bailey Road Middle School,, ,0.1124
600,Charlotte-Mecklenburg Schools,314,Bain Elementary,, ,0.1498
600,Charlotte-Mecklenburg Schools,316,Barringer Academic Center,X,X,0.487
600,Charlotte-Mecklenburg Schools,317,Whitewater Middle,X,X,0.6417
600,Charlotte-Mecklenburg Schools,318,Whitewater Academy,X,X,0.5976
600,Charlotte-Mecklenburg Schools,319,Berryhill Elementary,X,X,0.5829
600,Charlotte-Mecklenburg Schools,322,Beverly Woods Elementary,, ,0.0924
600,Charlotte-Mecklenburg Schools,328,Barnette Elementary,, ,0.1719
600,Charlotte-Mecklenburg Schools,329,Briarwood Elementary,X,X,0.6984
600,Charlotte-Mecklenburg Schools,333,Carmel Middle,, ,0.2552
600,Charlotte-Mecklenburg Schools,334,Cato Middle College,, ,0.1435
600,Charlotte-Mecklenburg Schools,335,Billingsville Elem,X,X,0.8789
600,Charlotte-Mecklenburg Schools,336,Chantilly Montessori,, ,0.0821
600,Charlotte-Mecklenburg Schools,338,Clear Creek Elementary,, ,0.339
600,Charlotte-Mecklenburg Schools,341,Cochrane Middle,X,X,0.6239
600,Charlotte-Mecklenburg Schools,344,Collinswood Language Acdmy,, ,0.2689
600,Charlotte-Mecklenburg Schools,345,Community House Middle,, ,0.0844
600,Charlotte-Mecklenburg Schools,346,Cornelius Elementary,, ,0.178
600,Charlotte-Mecklenburg Schools,349,Cotswold Elementary,, ,0.295
600,Charlotte-Mecklenburg Schools,351,Coulwood Middle,X,X,0.5299
600,Charlotte-Mecklenburg Schools,352,Crown Point Elementary,, ,0.3481
600,Charlotte-Mecklenburg Schools,353,Crestdale Middle,, ,0.1397
600,Charlotte-Mecklenburg Schools,357,Davidson Elementary,, ,0.1174
600,Charlotte-Mecklenburg Schools,361,David W Butler High,, ,0.2461
600,Charlotte-Mecklenburg Schools,362,David Cox Road Elementary,X,X,0.5201
600,Charlotte-Mecklenburg Schools,364,Marie G. Davis Military and Global Academy,X,X,0.5375
600,Charlotte-Mecklenburg Schools,365,Devonshire Elementary,X,X,0.7443
600,Charlotte-Mecklenburg Schools,367,Dilworth Elementary,, ,0.1886
600,Charlotte-Mecklenburg Schools,368,First Ward Elementary,X,X,0.5791
600,Charlotte-Mecklenburg Schools,369,Berewick Elementary,, ,0.3086
600,Charlotte-Mecklenburg Schools,374,Druid Hills Elementary,X,X,0.8775
600,Charlotte-Mecklenburg Schools,377,East Mecklenburg High,, ,0.3913
600,Charlotte-Mecklenburg Schools,379,Eastover Elementary,, ,0.213
600,Charlotte-Mecklenburg Schools,381,Eastway Middle,X,X,0.646
600,Charlotte-Mecklenburg Schools,382,Elizabeth Lane Elementary,, ,0.0521
600,Charlotte-Mecklenburg Schools,383,Elon Park Elementary,, ,0.0364
600,Charlotte-Mecklenburg Schools,384,Elizabeth Trad/Classical,, ,0.3705
600,Charlotte-Mecklenburg Schools,385,Endhaven Elementary,, ,0.1935
600,Charlotte-Mecklenburg Schools,386,Hawthorne High/TAPS,X, ,0.4464
600,Charlotte-Mecklenburg Schools,392,Polo Ridge Elementary,, ,0.0225
600,Charlotte-Mecklenburg Schools,394,Francis Bradley Middle,, ,0.187
600,Charlotte-Mecklenburg Schools,397,Garinger High,X,X,0.5661
600,Charlotte-Mecklenburg Schools,398,Greenway Park Elementary,X,X,0.5636
600,Charlotte-Mecklenburg Schools,399,Alexander Graham Middle,, ,0.2373
600,Charlotte-Mecklenburg Schools,404,Harper Middle College High,, ,0.1389
600,Charlotte-Mecklenburg Schools,405,Harding University High,X,X,0.608
600,Charlotte-Mecklenburg Schools,406,Hawk Ridge Elementary,, ,0.0681
600,Charlotte-Mecklenburg Schools,408,Lawrence Orr Elementary,X,X,0.6481
600,Charlotte-Mecklenburg Schools,409,Parkside Elementary,, ,0.3484
600,Charlotte-Mecklenburg Schools,410,Hickory Grove Elementary,X,X,0.6753
600,Charlotte-Mecklenburg Schools,411,Highland Creek Elementary,, ,0.169
600,Charlotte-Mecklenburg Schools,412,Hidden Valley Elementary,X,X,0.7581
600,Charlotte-Mecklenburg Schools,413,Highland Mill Montessori,, ,0.1454
600,Charlotte-Mecklenburg Schools,414,Highland Renaissance Academy,X,X,0.6827
600,Charlotte-Mecklenburg Schools,415,Hopewell High,, ,0.2996
600,Charlotte-Mecklenburg Schools,416,Hornets Nest Elementary,X,X,0.5875
600,Charlotte-Mecklenburg Schools,418,Croft Community School,, ,0.3011
600,Charlotte-Mecklenburg Schools,420,Huntersville Elementary,, ,0.1817
600,Charlotte-Mecklenburg Schools,422,Huntingtowne Farms Elementary,X,X,0.5594
600,Charlotte-Mecklenburg Schools,424,Idlewild Elementary,X,X,0.5764
600,Charlotte-Mecklenburg Schools,426,Independence High,, ,0.3473
600,Charlotte-Mecklenburg Schools,428,James Martin Middle,X,X,0.5273
600,Charlotte-Mecklenburg Schools,429,Morehead STEM Academy,,X,0.2914
600,Charlotte-Mecklenburg Schools,431,Jay M Robinson Middle,, ,0.047
600,Charlotte-Mecklenburg Schools,432,Joseph W Grier Academy,X,X,0.5585
600,Charlotte-Mecklenburg Schools,433,JV Washam Elementary,, ,0.1289
600,Charlotte-Mecklenburg Schools,434,Robert F Kennedy Middle,, ,0.3297
600,Charlotte-Mecklenburg Schools,435,Trillium Springs,, ,0.1104
600,Charlotte-Mecklenburg Schools,436,Lake Wylie Elementary,X, ,0.4049
600,Charlotte-Mecklenburg Schools,437,Ballantyne Elementary,, ,0.0935
600,Charlotte-Mecklenburg Schools,438,Lansdowne Elementary,, ,0.2802
600,Charlotte-Mecklenburg Schools,439,Turning Point Academy,X,X,0.733
600,Charlotte-Mecklenburg Schools,440,Lebanon Road Elementary,X,X,0.5533
600,Charlotte-Mecklenburg Schools,442,Legette Blythe Elementary,, ,0.2801
600,Charlotte-Mecklenburg Schools,443,Levine Middle College High,, ,0.1404
600,Charlotte-Mecklenburg Schools,444,Long Creek Elementary,, ,0.3064
600,Charlotte-Mecklenburg Schools,445,Mallard Creek High,, ,0.2697
600,Charlotte-Mecklenburg Schools,446,Mallard Creek,, ,0.3439
600,Charlotte-Mecklenburg Schools,447,Matthews Elementary,, ,0.2292
600,Charlotte-Mecklenburg Schools,448,"Martin Luther King, Jr Middle",X,X,0.6657
600,Charlotte-Mecklenburg Schools,449,McAlpine Elementary,, ,0.1275
600,Charlotte-Mecklenburg Schools,450,McClintock Middle,X,X,0.5183
600,Charlotte-Mecklenburg Schools,451,McKee Road Elementary,, ,0.0932
600,Charlotte-Mecklenburg Schools,453,Merry Oaks Elementary,X,X,0.7099
600,Charlotte-Mecklenburg Schools,454,Metro,X,X,0.456
600,Charlotte-Mecklenburg Schools,455,Mint Hill Middle School,, ,0.2457
600,Charlotte-Mecklenburg Schools,457,Rocky River High School,, ,0.3941
600,Charlotte-Mecklenburg Schools,459,Montclaire Elementary,X,X,0.5732
600,Charlotte-Mecklenburg Schools,461,Lincoln Heights Academy,X,X,0.6304
600,Charlotte-Mecklenburg Schools,462,Mountain Island Elementary,X, ,0.4272
600,Charlotte-Mecklenburg Schools,463,River Oaks Elementary,X,X,0.4669
600,Charlotte-Mecklenburg Schools,464,Myers Park Trad Elementary,, ,0.3047
600,Charlotte-Mecklenburg Schools,466,Myers Park High,, ,0.2321
600,Charlotte-Mecklenburg Schools,468,Nathaniel Alexander Elem,X,X,0.6257
600,Charlotte-Mecklenburg Schools,471,Nations Ford Elementary,X,X,0.6686
600,Charlotte-Mecklenburg Schools,474,Newell Elementary,X,X,0.6304
600,Charlotte-Mecklenburg Schools,478,J H Gunn Elementary,X,X,0.5763
600,Charlotte-Mecklenburg Schools,479,Northeast Middle,X,X,0.4807
600,Charlotte-Mecklenburg Schools,480,North Mecklenburg High,, ,0.324
600,Charlotte-Mecklenburg Schools,481,Northridge Middle,X,X,0.4865
600,Charlotte-Mecklenburg Schools,482,Northwest School of the Arts,, ,0.2743
600,Charlotte-Mecklenburg Schools,484,Oakhurst STEM,X,X,0.5534
600,Charlotte-Mecklenburg Schools,485,Oakdale Elementary,X,X,0.6201
600,Charlotte-Mecklenburg Schools,488,Oaklawn Language Academy,X, ,0.439
600,Charlotte-Mecklenburg Schools,489,Bruns Avenue Elementary,X,X,0.8534
600,Charlotte-Mecklenburg Schools,491,Olde Providence Elementary,, ,0.1077
600,Charlotte-Mecklenburg Schools,492,Park Road Montessori,, ,0.0394
600,Charlotte-Mecklenburg Schools,493,Palisades Elementary,, ,0.2422
600,Charlotte-Mecklenburg Schools,494,Paw Creek Elementary,X,X,0.5828
600,Charlotte-Mecklenburg Schools,496,Phillip O Berry Academy of Tec,, ,0.3588
600,Charlotte-Mecklenburg Schools,497,Piedmont Open Middle,, ,0.2078
600,Charlotte-Mecklenburg Schools,498,Performance Learning Center,X, ,0.5095
600,Charlotte-Mecklenburg Schools,500,Pineville Elementary,X, ,0.4335
600,Charlotte-Mecklenburg Schools,501,Pinewood Elementary,X,X,0.5897
600,Charlotte-Mecklenburg Schools,503,Piney Grove Elementary,X,X,0.5677
600,Charlotte-Mecklenburg Schools,507,Providence Spring Elementary,, ,0.0222
600,Charlotte-Mecklenburg Schools,508,Providence High,, ,0.0468
600,Charlotte-Mecklenburg Schools,509,Quail Hollow Middle,X,X,0.4083
600,Charlotte-Mecklenburg Schools,512,Rama Road Elementary,X,X,0.652
600,Charlotte-Mecklenburg Schools,513,Randolph Middle,, ,0.2115
600,Charlotte-Mecklenburg Schools,514,Ranson Middle,X,X,0.611
600,Charlotte-Mecklenburg Schools,516,Reedy Creek Elementary,X,X,0.4504
600,Charlotte-Mecklenburg Schools,517,Reid Park Elementry,X,X,0.8462
600,Charlotte-Mecklenburg Schools,518,Ridge Road Middle,, ,0.3328
600,Charlotte-Mecklenburg Schools,519,Sedgefield Elementary,X,X,0.8235
600,Charlotte-Mecklenburg Schools,520,Sedgefield Middle,X,X,0.5444
600,Charlotte-Mecklenburg Schools,521,Stoney Creek Elementary,X,X,0.464
600,Charlotte-Mecklenburg Schools,522,Selwyn Elementary,, ,0.1006
600,Charlotte-Mecklenburg Schools,527,Shamrock Gardens Elementary,X,X,0.534
600,Charlotte-Mecklenburg Schools,530,Sharon Elementary,, ,0.1063
600,Charlotte-Mecklenburg Schools,532,EE Waddell Language Academy,, ,0.1582
600,Charlotte-Mecklenburg Schools,534,Smithfield Elementary,, ,0.2925
600,Charlotte-Mecklenburg Schools,535,South Mecklenburg High,, ,0.2543
600,Charlotte-Mecklenburg Schools,537,South Charlotte Middle,, ,0.0754
600,Charlotte-Mecklenburg Schools,538,Southwest Middle School,, ,0.3145
600,Charlotte-Mecklenburg Schools,545,Starmount Academy,X,X,0.5647
600,Charlotte-Mecklenburg Schools,546,Statesville Road Elementary,X,X,0.6863
600,Charlotte-Mecklenburg Schools,549,Steele Creek Elementary,X, ,0.4442
600,Charlotte-Mecklenburg Schools,550,Sterling Elementary,X,X,0.6422
600,Charlotte-Mecklenburg Schools,553,Thomasboro Elementary,X,X,0.7893
600,Charlotte-Mecklenburg Schools,557,Torrence Creek Elementary,, ,0.1436
600,Charlotte-Mecklenburg Schools,558,Grand Oak Elementary,, ,0.0929
600,Charlotte-Mecklenburg Schools,562,Tuckaseegee Elementary,X,X,0.5962
600,Charlotte-Mecklenburg Schools,565,University Park Creative Arts,X,X,0.6879
600,Charlotte-Mecklenburg Schools,566,University Meadows Elem,X,X,0.4822
600,Charlotte-Mecklenburg Schools,567,UNCC-EPIC,, ,0.2776
600,Charlotte-Mecklenburg Schools,571,Irwin Academic Center,, ,0.1405
600,Charlotte-Mecklenburg Schools,574,Walter G Byers Elementary,X,X,0.8912
600,Charlotte-Mecklenburg Schools,576,West Charlotte High,X,X,0.7023
600,Charlotte-Mecklenburg Schools,577,Westerly Hills Elementary,X,X,0.8184
600,Charlotte-Mecklenburg Schools,579,West Mecklenburg High,X,X,0.5028
600,Charlotte-Mecklenburg Schools,586,Winding Springs Elementary,X,X,0.6138
600,Charlotte-Mecklenburg Schools,587,Windsor Park Elementary,X,X,0.5995
600,Charlotte-Mecklenburg Schools,588,Winget Park Elementary,, ,0.227
600,Charlotte-Mecklenburg Schools,589,Winterfield Elementary,X,X,0.7175
600,Charlotte-Mecklenburg Schools,590,River Gate Elementary,, ,0.2562
600,Charlotte-Mecklenburg Schools,592,Zebulon B Vance High,X,X,0.4734
600,Charlotte-Mecklenburg Schools,693,Renaissance at Olympic,, ,0.2393
600,Charlotte-Mecklenburg Schools,694,Math Science and Technology at Olympic,, ,0.1942
600,Charlotte-Mecklenburg Schools,695,International Studies at Olympic,, ,0.3009
600,Charlotte-Mecklenburg Schools,696,International Business and Communications at Olympic,, ,0.3358
600,Charlotte-Mecklenburg Schools,697,"Biotechnology, Health and Public Services at Olympic",, ,0.2448
610,Mitchell County Schools,302,Bowman Middle,, ,0.3382
610,Mitchell County Schools,310,Deyton Elementary,X, ,0.4176
610,Mitchell County Schools,320,Gouge Elementary,X, ,0.4553
610,Mitchell County Schools,322,Greenlee Primary,X, ,0.4877
610,Mitchell County Schools,326,Harris Middle,, ,0.366
610,Mitchell County Schools,332,Mayland Early College High School,, ,0.2783
610,Mitchell County Schools,334,Mitchell High,, ,0.2425
620,Montgomery County Schools,310,Montgomery Learning Academy,X, ,0.6462
620,Montgomery County Schools,312,Candor Elementary,X, ,0.5746
620,Montgomery County Schools,314,East Middle,X, ,0.433
620,Montgomery County Schools,316,East Montgomery High,, ,0.3434
620,Montgomery County Schools,318,Greenridge Elementary,X, ,0.5228
620,Montgomery County Schools,324,Mount Gilead Elementary,X, ,0.5797
620,Montgomery County Schools,330,Page Street Elementary,X, ,0.4536
620,Montgomery County Schools,334,Star-Biscoe Elementary,X, ,0.4104
620,Montgomery County Schools,336,Troy Elementary,X, ,0.4805
620,Montgomery County Schools,339,West Middle,X, ,0.4141
620,Montgomery County Schools,340,West Montgomery High,, ,0.3662
630,Moore County Schools,304,Aberdeen Primary,X, ,0.6196
630,Moore County Schools,308,Aberdeen Elementary,X, ,0.5847
630,Moore County Schools,312,Cameron Elementary,X, ,0.4444
630,Moore County Schools,316,Carthage Elementary,X, ,0.4686
630,Moore County Schools,317,Crain's Creek Middle School,, ,0.3657
630,Moore County Schools,320,Elise Middle,X, ,0.5095
630,Moore County Schools,324,Sandhills-Farm Life,, ,0.1314
630,Moore County Schools,328,Highfalls Elementary,, ,0.2383
630,Moore County Schools,330,Pinckney Academy,X, ,0.6914
630,Moore County Schools,331,New Century Middle,, ,0.1824
630,Moore County Schools,332,North Moore High,, ,0.3137
630,Moore County Schools,336,Pinecrest High,, ,0.2174
630,Moore County Schools,342,Pinehurst Elementary,, ,0.1128
630,Moore County Schools,348,Robbins Elementary,X, ,0.5429
630,Moore County Schools,350,Southern Middle,X, ,0.4391
630,Moore County Schools,352,Southern Pines Primary,X, ,0.4694
630,Moore County Schools,356,Southern Pines Elementary,X, ,0.4447
630,Moore County Schools,360,Union Pines High,, ,0.2108
630,Moore County Schools,364,Vass-Lakeview Elementary,, ,0.3527
630,Moore County Schools,368,West End Elementary,, ,0.2313
630,Moore County Schools,373,West Pine Elementary School,, ,0.2492
630,Moore County Schools,374,West Pine Middle,, ,0.1214
630,Moore County Schools,376,Westmoore Elementary,, ,0.3245
640,Nash-Rocky Mount Schools,302,Fairview Early Childhood Center,X,X,0.8555
640,Nash-Rocky Mount Schools,304,Bailey Elementary,X, ,0.4477
640,Nash-Rocky Mount Schools,306,Baskerville Elementary,X,X,0.8731
640,Nash-Rocky Mount Schools,308,Benvenue Elementary,X,X,0.589
640,Nash-Rocky Mount Schools,316,Cedar Grove Elementary,X,X,0.6131
640,Nash-Rocky Mount Schools,320,Nash Central Middle,X, ,0.4372
640,Nash-Rocky Mount Schools,324,Coopers Elementary,, ,0.3898
640,Nash-Rocky Mount Schools,326,D S Johnson Elementary,X,X,0.884
640,Nash-Rocky Mount Schools,328,Englewood Elementary,X,X,0.5224
640,Nash-Rocky Mount Schools,329,G R Edwards Middle,X, ,0.5499
640,Nash-Rocky Mount Schools,332,M B Hubbard Elem,X,X,0.5962
640,Nash-Rocky Mount Schools,334,J W Parker Middle,X,X,0.7901
640,Nash-Rocky Mount Schools,335,Rocky Mount Middle,X,X,0.6765
640,Nash-Rocky Mount Schools,336,Middlesex Elementary,X,X,0.4895
640,Nash-Rocky Mount Schools,340,Tar River Academy,X,X,0.6931
640,Nash-Rocky Mount Schools,346,Nash Central High,X, ,0.4862
640,Nash-Rocky Mount Schools,347,N-RMS Middle College High,, ,0.2519
640,Nash-Rocky Mount Schools,348,Nashville Elementary,X, ,0.433
640,Nash-Rocky Mount Schools,350,Northern Nash High,, ,0.3537
640,Nash-Rocky Mount Schools,358,Red Oak Middle,X, ,0.4107
640,Nash-Rocky Mount Schools,360,Red Oak Elementary,X, ,0.4275
640,Nash-Rocky Mount Schools,361,Rocky Mount High,X, ,0.5375
640,Nash-Rocky Mount Schools,362,Southern Nash Middle,, ,0.3848
640,Nash-Rocky Mount Schools,364,Southern Nash High,, ,0.3501
640,Nash-Rocky Mount Schools,376,Spring Hope Elementary,X,X,0.5866
640,Nash-Rocky Mount Schools,384,Swift Creek Elementary,X, ,0.4296
640,Nash-Rocky Mount Schools,396,Williford Elementary,X,X,0.8453
640,Nash-Rocky Mount Schools,400,Winstead Avenue Elementary,X,X,0.6068
650,New Hanover County Schools,304,Bradley Creek Elementary,X,X,0.4263
650,New Hanover County Schools,308,Carolina Beach Elementary,, ,0.2495
650,New Hanover County Schools,309,Castle Hayne Elementary,X,X,0.464
650,New Hanover County Schools,310,Charles P Murray Middle,, ,0.2705
650,New Hanover County Schools,312,Rachel Freeman School of Engineering,X,X,0.9344
650,New Hanover County Schools,316,College Park Elementary,X,X,0.6084
650,New Hanover County Schools,323,Edwin A. Anderson Elementary,, ,0.2711
650,New Hanover County Schools,324,Edwin A Alderman Elementary,X,X,0.6769
650,New Hanover County Schools,325,Emma B Trask Middle,, ,0.3081
650,New Hanover County Schools,326,Emsley A Laney High,, ,0.3157
650,New Hanover County Schools,327,Eugene Ashley High,, ,0.2952
650,New Hanover County Schools,328,Forest Hills Elementary,X,X,0.5545
650,New Hanover County Schools,332,"Gregory School of Science, Mathematics, & Technology",X,X,0.7865
650,New Hanover County Schools,338,Heyward C Bellamy Elem,, ,0.2902
650,New Hanover County Schools,339,Holly Tree Elementary,, ,0.202
650,New Hanover County Schools,340,Isaac M Bear High School,, ,0.2237
650,New Hanover County Schools,341,John J Blair Elementary,, ,0.279
650,New Hanover County Schools,342,John T Hoggard High,, ,0.2062
650,New Hanover County Schools,343,Holly Shelter Middle School,, ,0.3958
650,New Hanover County Schools,345,Lake Forest Academy,X,X,0.8519
650,New Hanover County Schools,346,Mary C Williams Elementary,X,X,0.6923
650,New Hanover County Schools,348,Murrayville Elementary,, ,0.3015
650,New Hanover County Schools,350,M C S Noble Middle,, ,0.2448
650,New Hanover County Schools,351,Myrtle Grove Middle,, ,0.3444
650,New Hanover County Schools,352,New Hanover High,X,X,0.4358
650,New Hanover County Schools,353,Dr Hubert Eaton Sr Elem,, ,0.1167
650,New Hanover County Schools,354,JC Roe Center,X,X,0.85
650,New Hanover County Schools,355,Mary Sidberry Mosley,X,X,0.7627
650,New Hanover County Schools,356,Ogden Elementary,, ,0.1218
650,New Hanover County Schools,362,Pine Valley Elementary,, ,0.3556
650,New Hanover County Schools,364,Roland-Grise Middle,, ,0.2111
650,New Hanover County Schools,366,Dr John Codington Elem,, ,0.1464
650,New Hanover County Schools,368,Sunset Park Elementary,X,X,0.7855
650,New Hanover County Schools,380,Walter L Parsley Elementary,, ,0.1328
650,New Hanover County Schools,384,Snipes Academy of Arts and Design,X,X,0.9375
650,New Hanover County Schools,392,Williston Middle,X,X,0.6837
650,New Hanover County Schools,394,Wilmington Early College High,, ,0.2741
650,New Hanover County Schools,400,Winter Park Model Elem,X,X,0.5958
650,New Hanover County Schools,404,Wrightsboro Elementary,X,X,0.6397
650,New Hanover County Schools,408,Wrightsville Beach Elem,, ,0.118
650,New Hanover County Schools,409,D. C. Virgo Preparatory Academy,X,X,0.8254
650,New Hanover County Schools,420,College Road Early Childhood Center,,X,0.3488
650,New Hanover County Schools,840,Mary Washington Howe PreK Center,X,X,0.685
650,New Hanover County Schools,843,Dorothy B Johnson Pre-K,X,X,0.9355
660,Northampton County Schools,306,Central Elementary School,X,X,0.8566
660,Northampton County Schools,308,Conway Middle,X,X,0.8246
660,Northampton County Schools,320,Gaston Elementary,X,X,0.8584
660,Northampton County Schools,325,GASTON MIDDLE SCHOOL,X,X,0.7746
660,Northampton County Schools,336,Northampton High-East,X,X,0.8278
660,Northampton County Schools,360,Willis Hare Elementary,X,X,0.7432
660,Northampton County Schools,400,Northampton County High School Early College,X,X,0.4203
670,Onslow County Schools,298,Thompson Early Childhood Center,X, ,0.5659
670,Onslow County Schools,304,Bell Fork Elementary,X, ,0.4602
670,Onslow County Schools,308,Blue Creek Elementary,X, ,0.4154
670,Onslow County Schools,310,Carolina Forest Elementary,, ,0.1796
670,Onslow County Schools,312,Clyde Erwin Elementary,X, ,0.4838
670,Onslow County Schools,314,Dixon Elementary,, ,0.2198
670,Onslow County Schools,318,Dixon Middle,, ,0.2603
670,Onslow County Schools,320,Dixon High,, ,0.2181
670,Onslow County Schools,321,Hunters Creek Elementary,X, ,0.4319
670,Onslow County Schools,322,Hunters Creek Middle,, ,0.3507
670,Onslow County Schools,323,Jacksonville Commons Elem,X, ,0.4481
670,Onslow County Schools,324,Jacksonville High,, ,0.3221
670,Onslow County Schools,325,Jacksonville Commons Middle,X, ,0.4164
670,Onslow County Schools,329,Meadow View Elementary,, ,0.3206
670,Onslow County Schools,330,Morton Elementary,, ,0.3333
670,Onslow County Schools,331,New Bridge Middle,, ,0.2193
670,Onslow County Schools,332,Northwoods Elementary,X, ,0.4452
670,Onslow County Schools,333,Northside High,, ,0.3348
670,Onslow County Schools,335,Queens Creek Elementary,, ,0.3816
670,Onslow County Schools,336,Northwoods Park Middle,, ,0.3542
670,Onslow County Schools,337,Richlands Primary,, ,0.3095
670,Onslow County Schools,338,Parkwood Elementary,, ,0.3057
670,Onslow County Schools,339,Richlands Elementary,, ,0.3185
670,Onslow County Schools,340,Richlands High,, ,0.2555
670,Onslow County Schools,341,Sand Ridge Elementary,, ,0.289
670,Onslow County Schools,342,Silverdale Elementary,, ,0.287
670,Onslow County Schools,343,Southwest Elementary,, ,0.3456
670,Onslow County Schools,344,Southwest High,, ,0.3263
670,Onslow County Schools,345,Southwest Middle,, ,0.3974
670,Onslow County Schools,346,Summersill Elementary,, ,0.3878
670,Onslow County Schools,347,Stateside Elementary,, ,0.2032
670,Onslow County Schools,350,Swansboro Elementary,, ,0.1754
670,Onslow County Schools,351,Swansboro Middle,, ,0.237
670,Onslow County Schools,352,Swansboro High,, ,0.2305
670,Onslow County Schools,356,Trexler Middle,, ,0.3112
670,Onslow County Schools,364,White Oak High,, ,0.2562
680,Orange County Schools,304,A L Stanback Middle,, ,0.3148
680,Orange County Schools,308,Cameron Park Elementary,, ,0.2686
680,Orange County Schools,310,Cedar Ridge High,, ,0.1837
680,Orange County Schools,312,Central Elementary,X, ,0.4968
680,Orange County Schools,316,Charles W Stanford Middle,, ,0.2299
680,Orange County Schools,324,Efland Cheeks Elementary,X, ,0.4273
680,Orange County Schools,327,Gravelly Hill Middle,, ,0.2981
680,Orange County Schools,328,Grady Brown Elementary,, ,0.3228
680,Orange County Schools,329,Hillsborough Elementary,, ,0.113
680,Orange County Schools,330,New Hope Elementary,, ,0.3628
680,Orange County Schools,332,Orange High,, ,0.2194
680,Orange County Schools,335,Partnership Academy Alternativ,X, ,0.55
680,Orange County Schools,336,Pathways Elementary,, ,0.3167
681,Chapel Hill-Carrboro Schools,300,Northside Elementary,, ,0.3142
681,Chapel Hill-Carrboro Schools,304,Carrboro Elementary,, ,0.185
681,Chapel Hill-Carrboro Schools,305,Carrboro High School,, ,0.1005
681,Chapel Hill-Carrboro Schools,308,Chapel Hill High,, ,0.0975
681,Chapel Hill-Carrboro Schools,309,C and L McDougle Mid,, ,0.1662
681,Chapel Hill-Carrboro Schools,310,Elizabeth Seawell Elem,, ,0.1706
681,Chapel Hill-Carrboro Schools,311,Ephesus Road Elementary,, ,0.1973
681,Chapel Hill-Carrboro Schools,312,Estes Hills Elementary,, ,0.1746
681,Chapel Hill-Carrboro Schools,314,East Chapel Hill High,, ,0.0894
681,Chapel Hill-Carrboro Schools,316,Frank P Graham Elementary,, ,0.2533
681,Chapel Hill-Carrboro Schools,320,Glenwood Elementary,, ,0.1189
681,Chapel Hill-Carrboro Schools,322,Grey Culbreth Middle,, ,0.1359
681,Chapel Hill-Carrboro Schools,324,Guy Phillips Middle,, ,0.1382
681,Chapel Hill-Carrboro Schools,326,C and L McDougle Elem,, ,0.1797
681,Chapel Hill-Carrboro Schools,330,Mary Scroggs Elementary,, ,0.155
681,Chapel Hill-Carrboro Schools,332,Morris Grove Elementary,, ,0.1046
681,Chapel Hill-Carrboro Schools,334,Mel and Zora Rashkis Elem,, ,0.1463
681,Chapel Hill-Carrboro Schools,336,R D and Euzelle Smith Middle,, ,0.1263
681,Chapel Hill-Carrboro Schools,338,Phoenix Academy,X, ,0.4286
690,Pamlico County Schools,312,Fred A Anderson Elementary,X,X,0.4799
690,Pamlico County Schools,316,Pamlico County Middle,,X,0.342
690,Pamlico County Schools,320,Pamlico County High,, ,0.2867
690,Pamlico County Schools,324,Pamlico County Primary,X,X,0.4935
700,Pasquotank County Schools,306,Central Elementary,X, ,0.435
700,Pasquotank County Schools,308,Elizabeth City Middle,X, ,0.473
700,Pasquotank County Schools,310,H L Trigg Community,X,X,0.7222
700,Pasquotank County Schools,314,Northside Elementary,X, ,0.4036
